Variable,Missing_Count,Missing_Pct
price,0,0.0
precipitation_mm,15518,14.543580131208996
temperature_mean_c,15518,14.543580131208996
bbm_price_idr,0,0.0
luas_panen_ha,69584,65.21462043111528
avg_distance_km,0,0.0
