location_name,Missing_Count,Missing_Pct
Bandung,0,0.0
Bekasi,0,0.0
Bogor,0,0.0
Cirebon,0,0.0
DKI Jakarta,0,0.0
Depok,0,0.0
Jakarta Pusat,0,0.0
Jawa Barat,0,0.0
Kab. Cirebon,0,0.0
Kab. Tasikmalaya,0,0.0
Semua Provinsi,0,0.0
Sukabumi,0,0.0
Tasikmalaya,0,0.0
